Measurement ID;3623
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;5/22/2017 8:47:26 AM
End Time;5/30/2017 7:42:20 AM
Test section;EIS00010
Comment;0degC EIS vs SOC
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
5/23/2017 10:14:46 AM;51;EIS;15:10:53.777;00:05:44.012;3;1;Pan_5pulse_EIS_0dC;3.79344;0.00000;-0.87000;;0.00100;6000.00000;1.89737;2.00000;-2.00000;20.00000;10.00000;29.00000;16.00000;3.78759;56.90498;-13.96244;1.89873;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05535;0.18012;58.59288;-13.78598;0.00000;0.00000;2.10714;
5/23/2017 10:14:58 AM;51;EIS;15:11:05.007;00:05:55.242;3;1;Pan_5pulse_EIS_0dC;3.79344;0.00000;-0.87000;;0.00100;6000.00000;1.42282;2.00000;-2.00000;20.00000;10.00000;30.00000;16.00000;3.78583;60.07869;-13.69758;1.42045;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05155;0.17065;61.62039;-12.84356;0.00000;0.00000;2.10714;
5/23/2017 10:15:10 AM;51;EIS;15:11:17.071;00:06:07.306;3;1;Pan_5pulse_EIS_0dC;3.79344;0.00000;-0.87000;;0.00100;6000.00000;1.06697;2.00000;-2.00000;20.00000;10.00000;31.00000;16.00000;3.79552;63.05436;-12.96722;1.06838;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04467;0.16228;64.37392;-11.62094;0.00000;0.00000;1.90540;
5/23/2017 10:15:22 AM;51;EIS;15:11:29.170;00:06:19.405;3;1;Pan_5pulse_EIS_0dC;3.79344;0.00000;-0.87000;;0.00100;6000.00000;0.80011;2.00000;-2.00000;20.00000;10.00000;32.00000;16.00000;3.78845;65.62863;-11.89509;0.79957;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03599;0.15533;66.69790;-10.27325;0.00000;0.00000;2.10714;
5/23/2017 10:15:34 AM;51;EIS;15:11:40.805;00:06:31.040;3;1;Pan_5pulse_EIS_0dC;3.79344;0.00000;-0.87000;;0.00100;6000.00000;0.60000;2.00000;-2.00000;20.00000;10.00000;33.00000;16.00000;3.79067;67.65666;-10.70314;0.59904;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02676;0.14990;68.49803;-8.98957;0.00000;0.00000;1.90540;
5/23/2017 10:15:44 AM;51;EIS;15:11:51.583;00:06:41.818;3;1;Pan_5pulse_EIS_0dC;3.79344;0.00000;-0.87000;;0.00100;6000.00000;0.44994;2.00000;-2.00000;20.00000;10.00000;34.00000;16.00000;3.79121;69.23234;-9.62997;0.44964;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02078;0.14604;69.89888;-7.91883;0.00000;0.00000;1.90540;
5/23/2017 10:15:55 AM;51;EIS;15:12:02.001;00:06:52.236;3;1;Pan_5pulse_EIS_0dC;3.79409;0.00000;-0.87000;;0.00100;6000.00000;0.33740;2.00000;-2.00000;20.00000;10.00000;35.00000;16.00000;3.79570;70.42458;-8.74333;0.33723;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01493;0.14302;70.96525;-7.07715;0.00000;0.00000;1.89419;
5/23/2017 10:16:08 AM;51;EIS;15:12:15.782;00:07:06.017;3;1;Pan_5pulse_EIS_0dC;3.79409;0.00000;-0.87000;;0.00100;6000.00000;0.25302;2.00000;-2.00000;20.00000;10.00000;36.00000;16.00000;3.79575;71.77442;-8.09913;0.25270;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01828;0.14098;72.22993;-6.43811;0.00000;0.00000;1.90540;
5/23/2017 10:16:27 AM;51;EIS;15:12:33.838;00:07:24.073;3;1;Pan_5pulse_EIS_0dC;3.79409;0.00000;-0.87000;;0.00100;6000.00000;0.18974;2.00000;-2.00000;20.00000;10.00000;37.00000;16.00000;3.79263;72.88338;-7.71382;0.18978;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01477;0.13846;73.29045;-6.04157;0.00000;0.00000;2.10714;
5/23/2017 10:16:49 AM;51;EIS;15:12:56.564;00:07:46.799;3;1;Pan_5pulse_EIS_0dC;3.79409;0.00000;-0.87000;;0.00100;6000.00000;0.14228;2.00000;-2.00000;20.00000;10.00000;38.00000;16.00000;3.79586;73.90878;-7.61860;0.14248;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01384;0.13645;74.30041;-5.88532;0.00000;0.00000;2.10714;
5/23/2017 10:17:19 AM;51;EIS;15:13:26.705;00:08:16.940;3;1;Pan_5pulse_EIS_0dC;3.79409;0.00000;-0.87000;;0.00100;6000.00000;0.10670;2.00000;-2.00000;20.00000;10.00000;39.00000;16.00000;3.79503;75.06711;-7.80230;0.10678;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01540;0.13454;75.47150;-5.93388;0.00000;0.00000;1.90540;
5/23/2017 10:17:58 AM;51;EIS;15:14:05.791;00:08:56.026;3;1;Pan_5pulse_EIS_0dC;3.79409;0.00000;-0.87000;;0.00100;6000.00000;0.08001;2.00000;-2.00000;20.00000;10.00000;40.00000;16.00000;3.79420;76.14820;-8.26797;0.07999;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01494;0.13251;76.59574;-6.19675;0.00000;0.00000;1.90540;
5/23/2017 10:18:50 AM;51;EIS;15:14:57.768;00:09:48.003;3;1;Pan_5pulse_EIS_0dC;3.79473;0.00000;-0.87000;;0.00100;6000.00000;0.06000;2.00000;-2.00000;20.00000;10.00000;41.00000;16.00000;3.79551;77.36100;-8.95039;0.05994;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01694;0.13058;77.87705;-6.59957;0.00000;0.00000;1.89419;
5/23/2017 10:19:59 AM;51;EIS;15:16:05.892;00:10:56.127;3;1;Pan_5pulse_EIS_0dC;3.79473;0.00000;-0.87000;;0.00100;6000.00000;0.04499;2.00000;-2.00000;20.00000;10.00000;42.00000;16.00000;3.79608;78.73937;-9.97617;0.04507;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01886;0.12837;79.36884;-7.22082;0.00000;0.00000;1.89419;
5/23/2017 10:21:29 AM;51;EIS;15:17:36.511;00:12:26.746;3;1;Pan_5pulse_EIS_0dC;3.79537;0.00000;-0.87000;;0.00100;6000.00000;0.03374;2.00000;-2.00000;20.00000;10.00000;43.00000;16.00000;3.79706;80.35883;-11.37139;0.03377;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02264;0.12600;81.15941;-8.05431;0.00000;0.00000;2.10714;
5/23/2017 10:23:30 AM;51;EIS;15:19:37.169;00:14:27.404;3;1;Pan_5pulse_EIS_0dC;3.79602;0.00000;-0.87000;;0.00100;6000.00000;0.02530;2.00000;-2.00000;20.00000;10.00000;44.00000;16.00000;3.79770;82.30719;-13.21219;0.02531;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02779;0.12329;83.36087;-9.11949;0.00000;0.00000;1.90540;
5/23/2017 10:26:10 AM;51;EIS;15:22:17.103;00:17:07.338;3;1;Pan_5pulse_EIS_0dC;3.79666;0.00000;-0.87000;;0.00100;6000.00000;0.01897;2.00000;-2.00000;20.00000;10.00000;45.00000;16.00000;3.79855;84.69896;-15.53174;0.01896;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03239;0.11989;86.11126;-10.39121;0.00000;0.00000;2.10714;
5/23/2017 10:29:43 AM;51;EIS;15:25:50.125;00:20:40.360;3;1;Pan_5pulse_EIS_0dC;3.79730;0.00000;-0.87000;;0.00100;6000.00000;0.01423;2.00000;-2.00000;20.00000;10.00000;46.00000;16.00000;3.79976;87.56004;-18.43799;0.01422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03940;0.11616;89.48028;-11.89135;0.00000;0.00000;1.90540;
5/23/2017 10:34:26 AM;51;EIS;15:30:33.502;00:25:23.737;3;1;Pan_5pulse_EIS_0dC;3.79923;0.00000;-0.87000;;0.00100;6000.00000;0.01067;2.00000;-2.00000;20.00000;10.00000;47.00000;16.00000;3.80084;90.88058;-22.10910;0.01065;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04492;0.11172;93.53124;-13.67310;0.00000;0.00000;1.89419;
5/23/2017 10:40:43 AM;51;EIS;15:36:50.454;00:31:40.689;3;1;Pan_5pulse_EIS_0dC;3.80052;0.00000;-0.87000;;0.00100;6000.00000;0.00800;2.00000;-2.00000;20.00000;10.00000;48.00000;16.00000;3.80250;94.85447;-26.41236;0.00800;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05292;0.10694;98.46311;-15.55994;0.00000;0.00000;2.10714;
5/23/2017 10:49:05 AM;51;EIS;15:45:12.615;00:40:02.850;3;1;Pan_5pulse_EIS_0dC;3.80245;0.00000;-0.87000;;0.00100;6000.00000;0.00600;2.00000;-2.00000;20.00000;10.00000;49.00000;16.00000;3.80451;99.45211;-31.45015;0.00600;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05904;0.10153;104.30644;-17.54873;0.00000;0.00000;2.11835;
5/23/2017 11:00:15 AM;51;EIS;15:56:22.546;00:51:12.781;3;1;Pan_5pulse_EIS_0dC;3.80374;0.00000;-0.87000;;0.00100;6000.00000;0.00450;2.00000;-2.00000;20.00000;10.00000;50.00000;16.00000;3.80576;104.78521;-37.06212;0.00449;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06593;0.09590;111.14649;-19.47849;0.00000;0.00000;2.11835;
5/23/2017 11:15:07 AM;51;EIS;16:11:13.985;01:06:04.220;3;1;Pan_5pulse_EIS_0dC;3.80567;0.00000;-0.87000;;0.00100;6000.00000;0.00337;2.00000;-2.00000;20.00000;10.00000;51.00000;16.00000;3.80743;111.35598;-43.07994;0.00338;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07444;0.08999;119.39863;-21.14980;0.00000;0.00000;2.11835;
5/23/2017 11:34:53 AM;51;EIS;16:31:00.157;01:25:50.392;3;1;Pan_5pulse_EIS_0dC;3.80695;0.00000;-0.87000;;0.00100;6000.00000;0.00253;2.00000;-2.00000;20.00000;10.00000;52.00000;16.00000;3.80870;118.48717;-49.31355;0.00253;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07455;0.08373;128.33953;-22.59674;0.00000;0.00000;1.91660;
5/23/2017 12:01:17 PM;51;EIS;16:57:24.358;01:52:14.593;3;1;Pan_5pulse_EIS_0dC;3.80760;0.00000;-0.87000;;0.00100;6000.00000;0.00190;2.00000;-2.00000;20.00000;10.00000;53.00000;16.00000;3.80959;126.91216;-56.05617;0.00190;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.08086;0.07791;138.74073;-23.83069;0.00000;0.00000;1.91660;
5/23/2017 12:36:27 PM;51;EIS;17:32:33.893;02:27:24.128;3;1;Pan_5pulse_EIS_0dC;3.80888;0.00000;-0.87000;;0.00100;6000.00000;0.00142;2.00000;-2.00000;20.00000;10.00000;54.00000;16.00000;3.81021;135.57260;-63.20108;0.00142;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07835;0.07209;149.58043;-24.99394;0.00000;0.00000;1.92781;
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;5/22/2017 8:47:26 AM
End Time;5/30/2017 7:42:20 AM
Test section;EIS00009
Comment;0degC EIS vs SOC
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/24/2017 1:29:39 AM;58;EIS;30:25:45.461;00:00:21.336;1;1;Pan_5pulse_EIS_0dC;3.48590;0.00000;-2.03001;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.48756;24.87417;7.95636;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99513;0.38105;26.11567;17.73762;0.00000;0.00000;1.93902;
5/24/2017 1:29:50 AM;58;EIS;30:25:56.219;00:00:32.094;1;1;Pan_5pulse_EIS_0dC;3.48590;0.00000;-2.03001;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.48912;24.62244;5.78473;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96713;0.38237;25.29284;13.22114;0.00000;0.00000;1.92781;
5/24/2017 1:30:00 AM;58;EIS;30:26:07.002;00:00:42.877;1;1;Pan_5pulse_EIS_0dC;3.48590;0.00000;-2.03001;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.48545;24.53597;3.83465;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98080;0.39494;24.83381;8.88271;0.00000;0.00000;1.93902;
5/24/2017 1:30:11 AM;58;EIS;30:26:17.695;00:00:53.570;1;1;Pan_5pulse_EIS_0dC;3.48590;0.00000;-2.03001;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.48569;24.63852;2.10757;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99507;0.40240;24.72850;4.88915;0.00000;0.00000;2.14077;
5/24/2017 1:30:22 AM;58;EIS;30:26:28.576;00:01:04.451;1;1;Pan_5pulse_EIS_0dC;3.48590;0.00000;-2.03001;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.49219;24.89836;0.73665;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00688;0.40422;24.90925;1.69468;0.00000;0.00000;2.12956;
5/24/2017 1:30:33 AM;58;EIS;30:26:39.281;00:01:15.156;1;1;Pan_5pulse_EIS_0dC;3.48590;0.00000;-2.03001;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.48384;25.25138;-0.32283;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01359;0.40137;25.25345;-0.73246;0.00000;0.00000;2.14077;
5/24/2017 1:30:43 AM;58;EIS;30:26:50.140;00:01:26.015;1;1;Pan_5pulse_EIS_0dC;3.48590;0.00000;-2.03001;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.48804;25.73012;-1.28523;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01990;0.39589;25.76220;-2.85958;0.00000;0.00000;1.95023;
5/24/2017 1:30:54 AM;58;EIS;30:27:01.075;00:01:36.950;1;1;Pan_5pulse_EIS_0dC;3.48654;0.00000;-2.03001;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.49573;26.28524;-2.08588;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02348;0.38815;26.36788;-4.53723;0.00000;0.00000;2.15198;
5/24/2017 1:31:06 AM;58;EIS;30:27:12.327;00:01:48.202;1;1;Pan_5pulse_EIS_0dC;3.48654;0.00000;-2.03001;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.49641;26.91820;-2.78569;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02623;0.37921;27.06196;-5.90835;0.00000;0.00000;1.93902;
5/24/2017 1:31:17 AM;58;EIS;30:27:23.604;00:01:59.479;1;1;Pan_5pulse_EIS_0dC;3.48654;0.00000;-2.03001;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.47959;27.62334;-3.40330;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02829;0.36946;27.83220;-7.02366;0.00000;0.00000;1.93902;
5/24/2017 1:31:28 AM;58;EIS;30:27:35.139;00:02:11.014;1;1;Pan_5pulse_EIS_0dC;3.48654;0.00000;-2.03001;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.49582;28.41872;-3.97411;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03086;0.35925;28.69525;-7.96069;0.00000;0.00000;1.93902;
5/24/2017 1:31:40 AM;58;EIS;30:27:46.955;00:02:22.830;1;1;Pan_5pulse_EIS_0dC;3.48654;0.00000;-2.03001;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.48843;29.26917;-4.48739;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03176;0.34844;29.61116;-8.71641;0.00000;0.00000;2.15198;
5/24/2017 1:31:53 AM;58;EIS;30:27:59.187;00:02:35.062;1;1;Pan_5pulse_EIS_0dC;3.48654;0.00000;-2.03001;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.47943;30.19757;-4.96925;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03435;0.33798;30.60371;-9.34472;0.00000;0.00000;2.00627;
5/24/2017 1:32:04 AM;58;EIS;30:28:10.902;00:02:46.777;1;1;Pan_5pulse_EIS_0dC;3.48719;0.00000;-2.03001;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.49753;31.18462;-5.42419;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03371;0.32658;31.65284;-9.86720;0.00000;0.00000;2.14077;
5/24/2017 1:32:16 AM;58;EIS;30:28:22.942;00:02:58.817;1;1;Pan_5pulse_EIS_0dC;3.48719;0.00000;-2.03001;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;3.49896;32.23965;-5.86216;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03500;0.31585;32.76828;-10.30555;0.00000;0.00000;2.14077;
5/24/2017 1:32:28 AM;58;EIS;30:28:34.576;00:03:10.451;1;1;Pan_5pulse_EIS_0dC;3.48719;0.00000;-2.03001;;0.00100;6000.00000;80.01129;2.00000;-2.00000;20.00000;10.00000;16.00000;16.00000;3.48387;33.34829;-6.29747;80.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03576;0.30519;33.93768;-10.69377;0.00000;0.00000;1.96144;
5/24/2017 1:32:40 AM;58;EIS;30:28:46.532;00:03:22.407;1;1;Pan_5pulse_EIS_0dC;3.48719;0.00000;-2.03001;;0.00100;6000.00000;60.00000;2.00000;-2.00000;20.00000;10.00000;17.00000;16.00000;3.48187;34.50916;-6.75085;60.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03652;0.29477;35.16328;-11.06870;0.00000;0.00000;1.92781;
5/24/2017 1:32:51 AM;58;EIS;30:28:57.996;00:03:33.871;1;1;Pan_5pulse_EIS_0dC;3.48719;0.00000;-2.03001;;0.00100;6000.00000;44.99365;2.00000;-2.00000;20.00000;10.00000;18.00000;16.00000;3.49924;35.75527;-7.23164;44.94382;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03745;0.28440;36.47926;-11.43405;0.00000;0.00000;1.93902;
5/24/2017 1:33:03 AM;58;EIS;30:29:09.784;00:03:45.659;1;1;Pan_5pulse_EIS_0dC;3.48719;0.00000;-2.03001;;0.00100;6000.00000;33.74048;2.00000;-2.00000;20.00000;10.00000;19.00000;16.00000;3.49328;37.08237;-7.74163;33.70787;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03802;0.27401;37.88186;-11.79218;0.00000;0.00000;1.92781;
5/24/2017 1:33:15 AM;58;EIS;30:29:21.961;00:03:57.836;1;1;Pan_5pulse_EIS_0dC;3.48719;0.00000;-2.03001;;0.00100;6000.00000;25.30179;2.00000;-2.00000;20.00000;10.00000;20.00000;16.00000;3.47914;38.49608;-8.26913;25.31646;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03890;0.26385;39.37419;-12.12317;0.00000;0.00000;1.93902;
5/24/2017 1:33:27 AM;58;EIS;30:29:33.637;00:04:09.512;1;1;Pan_5pulse_EIS_0dC;3.48719;0.00000;-2.03001;;0.00100;6000.00000;18.97367;2.00000;-2.00000;20.00000;10.00000;21.00000;16.00000;3.48912;40.00242;-8.80491;18.98734;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04102;0.25416;40.95998;-12.41340;0.00000;0.00000;2.15198;
5/24/2017 1:33:39 AM;58;EIS;30:29:45.551;00:04:21.426;1;1;Pan_5pulse_EIS_0dC;3.48719;0.00000;-2.03001;;0.00100;6000.00000;14.22824;2.00000;-2.00000;20.00000;10.00000;22.00000;16.00000;3.49495;41.57985;-9.35790;14.21801;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04042;0.24412;42.61988;-12.68357;0.00000;0.00000;2.16318;
5/24/2017 1:33:50 AM;58;EIS;30:29:57.105;00:04:32.980;1;1;Pan_5pulse_EIS_0dC;3.48783;0.00000;-2.03001;;0.00100;6000.00000;10.66968;2.00000;-2.00000;20.00000;10.00000;23.00000;16.00000;3.48268;43.18972;-9.93557;10.67616;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03995;0.23466;44.31780;-12.95520;0.00000;0.00000;1.95023;
5/24/2017 1:34:02 AM;58;EIS;30:30:08.918;00:04:44.793;1;1;Pan_5pulse_EIS_0dC;3.48783;0.00000;-2.03001;;0.00100;6000.00000;8.00113;2.00000;-2.00000;20.00000;10.00000;24.00000;16.00000;3.48930;44.84222;-10.62369;8.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04005;0.22569;46.08349;-13.32836;0.00000;0.00000;1.93902;
5/24/2017 1:34:14 AM;58;EIS;30:30:21.050;00:04:56.925;1;1;Pan_5pulse_EIS_0dC;3.48783;0.00000;-2.03001;;0.00100;6000.00000;6.00000;2.00000;-2.00000;20.00000;10.00000;25.00000;16.00000;3.47966;46.47668;-11.45657;6.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03832;0.21691;47.86789;-13.84743;0.00000;0.00000;2.15198;
5/24/2017 1:34:26 AM;58;EIS;30:30:32.613;00:05:08.488;1;1;Pan_5pulse_EIS_0dC;3.48783;0.00000;-2.03001;;0.00100;6000.00000;4.49937;2.00000;-2.00000;20.00000;10.00000;26.00000;16.00000;3.48369;48.17889;-12.55192;4.50450;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03832;0.20897;49.78711;-14.60252;0.00000;0.00000;1.93902;
5/24/2017 1:34:38 AM;58;EIS;30:30:44.659;00:05:20.534;1;1;Pan_5pulse_EIS_0dC;3.48783;0.00000;-2.03001;;0.00100;6000.00000;3.37405;2.00000;-2.00000;20.00000;10.00000;27.00000;16.00000;3.48374;50.06546;-14.00149;3.37079;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04431;0.20088;51.98646;-15.62437;0.00000;0.00000;2.14077;
5/24/2017 1:34:49 AM;58;EIS;30:30:56.088;00:05:31.963;1;1;Pan_5pulse_EIS_0dC;3.48783;0.00000;-2.03001;;0.00100;6000.00000;2.53018;2.00000;-2.00000;20.00000;10.00000;28.00000;16.00000;3.48946;52.25058;-15.82276;2.53378;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05008;0.19234;54.59380;-16.84760;0.00000;0.00000;2.15198;
5/24/2017 1:35:01 AM;58;EIS;30:31:08.016;00:05:43.891;1;1;Pan_5pulse_EIS_0dC;3.48783;0.00000;-2.03001;;0.00100;6000.00000;1.89737;2.00000;-2.00000;20.00000;10.00000;29.00000;16.00000;3.48165;54.89010;-17.99894;1.89873;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05808;0.18317;57.76577;-18.15477;0.00000;0.00000;1.95023;
5/24/2017 1:35:13 AM;58;EIS;30:31:19.311;00:05:55.186;1;1;Pan_5pulse_EIS_0dC;3.48783;0.00000;-2.03001;;0.00100;6000.00000;1.42282;2.00000;-2.00000;20.00000;10.00000;30.00000;16.00000;3.48229;58.22305;-20.46135;1.42045;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06837;0.17312;61.71378;-19.36302;0.00000;0.00000;1.93902;
